,Unlabeled_Ecbm
1231,-4.639019168713936
1232,-4.22062277751924
1233,-4.409336817867617
1234,-4.1553404993143905
1235,-5.970149600733877
1236,-4.636216902331603
1237,-4.800460734101521
1238,-4.308432125615232
1239,-4.205058347196568
1240,-4.380955440200059
1241,-4.23520760343375
1242,-3.939917936800188
1243,-4.17930884087966
1244,-3.8484330380316694
1245,-5.853958954822166
1246,-4.717893485130523
1247,-4.101392310274465
1248,-4.40787798308838
1249,-4.587593983811387
1250,-6.392651315182612
1251,-4.703037052970031
1252,-4.764625331166543
1253,-4.788256234122949
1254,-4.869621229634945
1255,-4.752886695666183
1256,-6.176432254431631
1257,-5.060079856153655
1258,-4.947583494079343
1259,-4.635036007924901
1260,-4.888575486704583
1261,-4.405229890193717
1262,-4.5022863228311625
1263,-6.472508737313727
1264,-5.4576461018585105
1265,-5.826291155207954
1266,-3.766455442525075
1267,-3.891495647715171
1268,-5.393349113864139
1269,-4.248061993334784
1270,-4.084091870935026
1271,-5.597023509642982
1272,-4.514045495308064
1273,-5.929422782761361
1274,-4.896734973771669
1275,-4.861650657307533
1276,-4.621140566366614
1277,-4.744857568097572
1278,-4.706556365754519
1279,-5.416211727259324
1280,-4.784925662391248
1281,-4.783720502122085
1282,-4.936314786763511
1283,-4.6819413339971545
1284,-5.1267152481271605
1285,-3.9548907731798693
1286,-4.102187373789601
1287,-4.465729111936299
1288,-4.579991627367409
1289,-6.436502301929225
1290,-5.652043410465538
1291,-4.615991904308187
1292,-5.855357225819184
1293,-4.946827568340627
1294,-5.056477823768022
1295,-5.007779475197054
1296,-4.981747013034053
1297,-5.077995008999093
1298,-5.063322700280823
1299,-5.548057622125786
1300,-4.908604885931975
1301,-5.922183420498112
1302,-4.840057234042063
1303,-4.821497824157644
1304,-4.540859403835459
1305,-4.73661550395095
1306,-6.216731260050133
1307,-5.964220047493166
1308,-4.006965328129433
1309,-4.335792360166091
1310,-4.453902826166599
1311,-4.37571449996493
1312,-5.590349572043745
1313,-4.411433065680068
1314,-4.255341251849869
1315,-4.515149859215662
1316,-5.056286922978589
1317,-5.656312744514866
1318,-3.7935005733092835
1319,-3.740542406499989
1320,-4.247689243399888
1321,-5.099725263947223
1322,-4.256244256598841
1323,-4.06084996060333
1324,-4.706369647854422
1325,-5.351376401346947
1326,-4.872616569590439
1327,-4.225359418628147
1328,-4.367242897177217
1329,-5.549216039283656
1330,-5.92685482245424
1331,-5.1939493356298705
1332,-5.547151967521375
1333,-5.171623758348084
1334,-4.417440448116802
1335,-5.815008883949674
1336,-4.517321691981486
1337,-5.151685531414962
1338,-5.46362960262664
1339,-5.020561932329875
1340,-4.2676144794701525
1341,-4.375530718677211
1342,-4.828087309937874
1343,-4.70462149792797
1344,-6.490792353803143
1345,-4.4925897092975875
1346,-4.722926219689345
1347,-4.721586600390159
1348,-4.720220493637828
1349,-4.746978374665395
1350,-4.68910719478545
1351,-4.290085715424527
1352,-5.0338613591334935
1353,-5.585309384014799
1354,-3.7859951715675377
1355,-4.217202986771384
1356,-3.660909488914675
1357,-3.875401252375638
1358,-4.046199644756613
1359,-5.107841486895119
1360,-4.044785321063783
1361,-4.00814018704931
1362,-5.033724762743018
1363,-5.443300527370702
1364,-4.532636017659812
1365,-4.223850239499112
1366,-4.847719335096465
1367,-5.276169187083397
1368,-4.810433946925193
1369,-5.297933033332431
1370,-4.43314644158528
1371,-5.333549040580135
1372,-5.2815773866477045
1373,-4.4838177803364205
1374,-5.3872945257689535
1375,-5.303122837312659
1376,-4.664958127776597
1377,-4.3988313040512415
1378,-4.176532869264513
1379,-4.387868419416245
1380,-4.274965372758882
1381,-4.923458018500934
1382,-5.3877519597472245
1383,-5.252473032489398
1384,-5.031244366754041
1385,-5.2492877700875225
1386,-5.231187491183416
1387,-5.120248922718305
1388,-4.194084311259422
1389,-4.350507687505524
1390,-4.31495959914123
1391,-4.515380976840222
1392,-4.582767286810724
1393,-6.02233264327056
1394,-4.831350837134081
1395,-5.648252729209259
1396,-4.894601275851396
1397,-4.3352740175706765
1398,-4.548863233826605
1399,-5.188956867662286
1400,-4.444925296460215
1401,-5.214221364786033
1402,-4.90924521609449
1403,-4.632533231957759
1404,-5.784408934519236
1405,-5.364481852553237
1406,-6.3231361308523315
1407,-5.0856985660931215
1408,-5.132099246695377
1409,-4.434430243814079
1410,-4.887408855436295
1411,-5.1625171482771
1412,-4.122892704893781
1413,-3.964875588473028
1414,-4.2741223587093895
1415,-4.21850552383041
1416,-4.324918915035594
1417,-4.444665834039307
1418,-5.142031363335156
1419,-5.227078378169041
1420,-3.7222750256418218
1421,-4.379681770092825
1422,-4.354555367332956
1423,-4.431908832815652
1424,-5.523891123666963
1425,-5.291048246007364
1426,-5.382709711955683
1427,-5.148932552083904
1428,-4.716034299217126
1429,-5.321589958096408
1430,-6.063099489668191
1431,-5.151183788262758
1432,-5.208342968912322
1433,-5.916906975926982
1434,-4.240937950897821
1435,-4.2523576678779795
1436,-5.153281847218419
1437,-5.323542308957061
1438,-4.919313279852595
1439,-4.842306972078544
1440,-5.111933866897268
1441,-5.047910688302499
1442,-3.938894465215789
1443,-4.08068393381254
1444,-3.982425234466729
1445,-5.97522727807756
1446,-5.94428304544236
1447,-6.1420950829018555
1448,-5.5990034606478085
1449,-5.991157329230018
1450,-5.7896291601600876
1451,-4.7262001196830274
1452,-3.5817137144437723
1453,-3.9459016174489623
1454,-3.6191411008981644
1455,-3.212033679751656
1456,-3.9213561330612947
1457,-6.080612818849589
1458,-6.211727760312603
1459,-6.261454042063962
1460,-5.84988313117606
1461,-6.189552724276142
1462,-6.048850638550207
1463,-5.783930587043396
1464,-6.1938564044217355
1465,-6.3299092479146974
1466,-6.0737816626915215
1467,-5.802733419657095
1468,-5.635925742941268
1469,-5.979171208858031
1470,-6.125935136509375
1471,-5.936794765083872
1472,-5.119214590465361
1473,-3.989099577950639
1474,-4.550773492470689
1475,-4.189203116369659
1476,-3.6332119610811198
1477,-5.196317733188149
1478,-4.464942474369022
1479,-4.187581484142318
1480,-4.513970484604241
1481,-5.27723724045501
1482,-5.599129470969009
1483,-5.4632679353689575
1484,-4.4500118618540085
1485,-4.644435011918895
1486,-4.620852768205228
1487,-4.630969050712549
1488,-5.821731964103158
1489,-6.122093106196741
1490,-5.510551564664588
1491,-5.949214673255369
1492,-6.026138228456032
1493,-5.926266976236469
1494,-5.4567379769455675
1495,-5.431816072606776
1496,-5.214498049030509
1497,-4.995472840937165
1498,-4.972084323273723
1499,-6.8126395386023715
1500,-5.806164686805974
1501,-5.864455490701933
1502,-6.440409302392216
1503,-6.439834876181797
1504,-5.045657543750439
1505,-3.897746365515295
1506,-3.960509751984282
1507,-3.8873293128941073
1508,-4.425525277135305
1509,-4.224813960622287
1510,-4.638294085172457
1511,-4.985578323796829
1512,-3.8492134395823685
1513,-3.9903964996170194
1514,-3.634091496875409
1515,-4.3587194183463
1516,-5.228698795129146
1517,-5.258179456466587
1518,-3.9793977191976317
1519,-4.3523892867966065
1520,-4.2748706416016695
1521,-4.458072936997339
1522,-4.876852269303382
1523,-5.123365186428083
1524,-5.109828604722561
1525,-5.064829648289924
1526,-5.013244580000388
1527,-5.168314970853713
1528,-4.464099209517444
1529,-4.687669497105565
1530,-4.519263035089166
1531,-5.045836642940369
1532,-5.155802383426858
1533,-3.9276894924126893
1534,-3.845146466621366
1535,-4.136424300868019
1536,-4.058896525498866
1537,-5.032473007743242
1538,-5.151892758948518
1539,-4.323794556582788
1540,-4.134312087576458
1541,-4.230624648208799
1542,-5.692434413205865
1543,-5.584857616980568
1544,-5.30567210266105
1545,-5.099690098750115
1546,-5.09817502540789
1547,-5.597777405309498
1548,-4.864392093551501
1549,-5.275376046235221
1550,-5.562832308021174
1551,-6.296535848204792
1552,-5.385720606174926
1553,-4.412848494016338
1554,-4.501421160209828
1555,-5.752809907193329
1556,-5.790603302513691
1557,-6.013749883676675
1558,-5.429264212628522
1559,-5.84892042613231
1560,-5.782212680418253
1561,-4.476539136248945
1562,-4.51832849401815
1563,-4.620895968751129
1564,-4.230603276022637
1565,-4.310915740723596
1566,-5.310298875871153
1567,-5.096624027526763
1568,-5.246295024514794
1569,-4.525818791977198
1570,-5.138049820927903
1571,-4.019028094940671
1572,-4.4278321099077855
1573,-5.2751430782859705
1574,-6.021772386471956
1575,-4.6362200850317485
1576,-4.55612011117369
1577,-5.201810331269917
1578,-4.352740553542087
1579,-4.173644599942515
1580,-3.6566070801471042
1581,-4.423273907895098
