Formula
Ag2Cl2-Ag2I2
Br2Pt2-Ga2S2
Cd2I2-Cl2Ge2
F2Ge2-Hf2Se2
F2Ge2-Se2Tl2
Cd2I2-Hf2Se2
Hf2Se2-In2Te2
Hf2Se2-Te2Zn2
In2Se2-S2Zr2
Br2Cd2-Se2Ti2
Br2Cd2-Hf2S2
F2Pt2-Ir2Se2
Bi2Se2-F2Sn2
S2Tl2-Se2Ti2
Hf2S2-S2Tl2
Cd2I2-Se2Zr2
Al2Te2-Br2Ge2
Br2Hg2-S2Zr2
Cd2S2-S2Zr2
S2Zr2-Se2Zr2
Hf2S2-Se2Ti2
Br2Hg2-Se2Zr2
Ag2Br2-Se2Zr2
Br2Ge2-In2Te2
Hf2S2-Se2Tl2
Br2Pt2-Cl2Pd2
Br2Ge2-Se2Zr2
Br2Ge2-Hf2S2
GeS-OPb
GeSe-SSn
PbS-PbSe
HgSe-PbTe
GaN-HfO2
BP-O2Zr
AlN-F2Zn
GaN-O2Pt
AlN-O2Pd
Al2S2-Cl2Mg
Al2Se2-PtSe2
CaCl2-Ga2Te2
I2Mg-In2Se2
Ga2O2-HfO2
CdI2-Se2Tl2
Ga2Se2-PtSe2
Br2Ca-In2Te2
Cl2Sr-In2Te2
Ga2S2-PtSe2
Cl2Mg-Ga2S2
Br2Zn-In2S2
I2Sn-Te2Tl2
Al2S2-CdF2
Al2S2-Cl2Zn
Al2S2-PtS2
Cl2Hg-S2Tl2
Al2Se2-Br2Zn
Br2Cd-Ga2Te2
Br2Cd-In2Se2
Al2Te2-I2Zn
Ga2O2-O2Sn
CdCl2-Ga2Se2
Br2Zn-Ga2Se2
CdI2-In2Te2
Ga2S2-PdS2
Cl2Zn-Ga2S2
Ga2S2-S2Zr
CdCl2-In2S2
Br2Cd-In2S2
Ga2Se2-PbS2
S2Sn-Te2Ti2
HfS2-Te2Ti2
S2Zr-Te2Ti2
In2O2-O2Pb
Al2O2-GeO2
S2Sn-Se2Zr2
F2Hg-Se2Zr2
In2S2-PtTe2
F2Pt2-In2O2
Al2S2-Al2S2
Bi2O2-F2Si2
In2O2-Ir2Se2
GaN-OSn
AuI-HgTe
GeSe-PdS2
Br2Zn-GeSe
Cl2Mg-GeSe
Cl2Zn-OPb
Cl2Mg-OPb
O2Zr-OSn
Br2Ca-SnTe
GeI2-SnTe
Br2Mg-GeTe
CaI2-HgTe
Cl2Mg-SSn
CdCl2-PbS
Br2Zn-PbS
Cl2Zn-GeS
Br2Ru-GeSe
GeSe-PtS2
OPb-PtS2
Br2Cd-GeTe
PtSe2-SSn
I2Zn-PbS
GeO-GeO2
CdCl2-SeSn
CdF2-GeS
Cl2Ru-GeS
GeTe-Se2Zr
F2Hg-SSn
PbS2-SeSn
GeS-O2Pb
Ga2O2-GeO
Al2S2-GeSe
Ga2S2-GeSe
Ga2S2-OPb
Al2Te2-SnTe
Al2Se2-SSn
In2Se2-PbS
Al2Te2-PbSe
In2S2-SeSn
PbTe-Se2Tl2
PbSe-S2Tl2
Br2Cd2-SnTe
GeTe-S2Zn2
Cl2Pt2-GeSe
Br2Pt2-GeSe
Cd2I2-PbTe
Cu2I2-SnTe
I2Zn2-SnTe
Br2Cu2-GeTe
Cl2Pt2-SSn
Cd2Cl2-PbS
PbS-Se2Zn2
Br2Cd2-PbSe
I2Zn2-PbSe
PbSe-Se2Zn2
Br2Pt2-SeSn
Br2Hg2-PbTe
Bi2Se2-HgTe
PbSe-S2Zr2
F2Si2-SeSn
AlN-CrS2
AlN-S2W
BP-MoS2
GaN-Se2W
Br2Mg-HfTe2
PtS2-Se2Ti
CrSe2-HfO2
Cl2Zn-MoTe2
Br2Ti-Cl2Zn
HfO2-S2W
O2Zr-S2W
F2Zn-MoS2
MoS2-O2Zr
MoS2-S2Si
O2Zr-Se2W
Br2Zr-Cl2Mg
MoSe2-O2Zr
GeO2-O2W
Cl2Mg-HfI2
Cl2Mg-Te2W
HfTe2-PtTe2
GeS2-MoTe2
F2Hg-MoTe2
Br2Ti-CdF2
Br2Ti-NiS2
Br2Ti-Se2Si
CrTe2-GeS2
Br2Hf-PdS2
Br2Hf-O2Pb
I2Zr-S2Sn
I2Zr-PtSe2
I2Zr-S2Zr
PtTe2-Te2Zr
Cl2Ti-O2Sn
Cl2Hf-GeS2
Cl2Hf-NiS2
O2Pb-Se2W
Br2Zr-PdS2
Br2Zr-GeS2
Br2Zr-F2Hg
Br2Zr-Se2Si
I2Ti-Se2Sn
I2Ti-S2Zr
F2Ti-NiO2
MoSe2-O2Pb
MoTe2-Te2Ti2
Al2S2-Se2Ti
Al2S2-MoTe2
Ga2S2-Te2W
HfTe2-S2Tl2
Bi2O2-HfTe2
Br2Ti-In2O2
CrTe2-In2O2
Br2Hf-In2O2
I2Zr-Te2Zr2
I2Zr-In2S2
Bi2O2-Te2Zr
Cl2Hf-In2O2
I2Ti-In2S2
Ag2I2-BaBr2
Cd2Cl2-HfTe2
Br2Ca-Br2Cd2
Br2Ca-Br2Hg2
Br2Cd2-CaCl2
CaCl2-Se2Zn2
Ag2Br2-BaCl2
Ag2I2-BaCl2
CaI2-Cd2S2
CaI2-Hg2I2
Br2Sr-Cd2S2
Ag2Cl2-Br2Sr
Br2Sr-Hg2I2
Br2Hg2-Cl2Sr
Cd2S2-Cl2Sr
Br2Ca-Cu2I2
Br2Ca-I2Zn2
Ag2I2-PbS2
CaI2-Cd2I2
Ag2Br2-CaI2
Ag2Cl2-CaI2
Br2Hg2-Br2Pb
Br2Pb-Cd2S2
Br2Hg2-Cl2Pb
Ag2Cl2-I2Sn
Ag2I2-I2Sn
Br2Sr-Cd2I2
Ag2Br2-I2Pb
Hg2I2-I2Pb
Cl2Sr-Cu2I2
Br2Hf-F2Pt2
S2Ti2-Te2Zr
Cl2Ti-F2Pt2
Br2Pb-S2Zr2
Br2Pb-Hf2S2
Cl2Hf-F2Pt2
Cl2Pb-S2Zr2
Cl2Pb-Te2Zn2
F2Pt2-Se2W
Hf2Se2-I2Sn
I2Ti-S2Ti2
Cl2Pd2-I2Ti
Ir2Se2-Se2Ti
F2Pd2-MoSe2
Cl2Pt2-HfI2
Cl2Pd2-HfI2
Cl2Zr-F2Pt2
Cl2Zr-F2Pd2
GeS-Se2Ti
GeSe-MoTe2
CrS2-GeO
MoSe2-OSn
GeSe-Te2W
Cl2Zr-GeS
Br2Hf-OPb
I2Zr-PbS
Br2Zr-OPb
HfI2-SSn
BN-C2H2
BN-C2F2
BP-F2Pd2
AuI-Bi2Se2
Cl2Mg-Cl2Pt2
Br2Zn-S2Zn2
Br2Zn-Cd2Cl2
I2Mg-I2Zn2
I2Mg-Se2Zn2
Cd2S2-HgI2
Cd2Se2-CdI2
Cd2Se2-GeI2
I2Mg-Te2Zn2
Br2Pt2-Cl2Mg
CdI2-Hg2I2
Cl2Pt2-PtSe2
Cl2Pt2-Cl2Zn
Cl2Pt2-PtS2
CdCl2-S2Zn2
Br2Cd-S2Zn2
Cu2I2-GeI2
Br2Cd2-Br2Hg
Br2Cd2-I2Zn
Cd2Cl2-CdCl2
CdI2-I2Zn2
Br2Cd-I2Zn2
Cd2I2-GeI2
Br2Hg-Br2Hg2
Br2Cu2-CdCl2
Br2Cd-Br2Cu2
Cl2Pd2-PdS2
Cd2S2-I2Mg
Ag2Cl2-HgI2
HgI2-Te2Zn2
Br2Pt2-CdCl2
Br2Pt2-Br2Zn
S2Ti2-Se2Sn
Hf2Se2-I2Zn
F2Pt2-O2Pb
Ir2Se2-O2Pb
Ir2Se2-Se2Si
F2Pd2-NiS2
CdI2-S2Zr2
Br2Cd-S2Zr2
Cl2Pd2-Cl2Ru
Cl2Pd2-NiSe2
Br2Hg-Hf2S2
Hf2S2-I2Zn
AlN-BP
BP-GaN
AlN-Ga2O2
BP-Ga2O2
